Axe_Desc_first_purchase,channel_recruitment,first_purchase_discounted,customers,avg_first_basket,avg_90d_value,avg_12m_value,avg_margin_12m,repeat_rate,high_value_rate,omnichannel_rate,median_days_to_second,discount_label,first_category_display,channel_display,cohort_label,estimated_value_pool,decision,commercial_play,why_it_matters,owner,kpi
SKINCARE|SKINCARE|SKINCARE|SKINCARE|MAEK UP,store,1,2,35.46,85.13,209.57,179.325,1.0,0.0,0.0,68.0,Discounted,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Discounted,419.14,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|SKINCARE|FRAGRANCE|MAKE UP|MAEK UP|MAKE UP|SKINCARE|FRAGRANCE|SKINCARE|MAKE UP|MAKE UP|MAKE UP|MAEK UP,store,1,1,418.9,418.9,418.9,408.9,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 12 others),Store,Mixed Basket (Others + 12 others) / Store / Discounted,418.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|MAEK UP|SKINCARE|MAKE UP|MAKE UP|SKINCARE|MAEK UP|HAIRCARE|SKINCARE|MAEK UP|MAKE UP,store,1,1,179.91,269.97,418.21000000000004,324.59000000000003,1.0,1.0,0.0,18.0,Discounted,Mixed Basket (Others + 10 others),Store,Mixed Basket (Others + 10 others) / Store / Discounted,418.21000000000004,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|SKINCARE|FRAGRANCE|FRAGRANCE,store,0,1,417.9,417.9,417.9,417.9,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Store,Mixed Basket (Make Up + 3 others) / Store / Full Price,417.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAKE UP|MAEK UP,estore,1,2,131.735,208.43,208.43,177.02,0.5,0.0,0.0,10.0,Discounted,Mixed Basket (Make Up + 3 others),Estore,Mixed Basket (Make Up + 3 others) / Estore / Discounted,416.86,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|MAKE UP|MAEK UP,store,1,3,133.15666666666667,113.96,138.62333333333333,123.92333333333333,0.3333333333333333,0.0,0.0,141.0,Discounted,Mixed Basket (Fragrance + 2 others),Store,Mixed Basket (Fragrance + 2 others) / Store / Discounted,415.87,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAKE UP|MAEK UP|SKINCARE|MAKE UP|SKINCARE|MAKE UP|MAKE UP|MAEK UP|MAKE UP|FRAGRANCE,store,1,1,415.86,415.86,415.86,382.86,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 11 others),Store,Mixed Basket (Make Up + 11 others) / Store / Discounted,415.86,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|SKINCARE|FRAGRANCE|SKINCARE|MAEK UP|MAKE UP|SKINCARE,store,1,1,117.95,125.11999999999999,415.82,295.84,1.0,1.0,1.0,69.0,Discounted,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Discounted,415.82,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAKE UP|MAKE UP|MAKE UP|MAEK UP,store,0,1,414.7,414.7,414.7,414.7,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 10 others),Store,Mixed Basket (Make Up + 10 others) / Store / Full Price,414.7,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|OTHERS,store,0,5,36.292,72.536,82.928,102.078,0.4,0.0,0.0,77.0,Full Price,Mixed Basket (Make Up + 1 others),Store,Mixed Basket (Make Up + 1 others) / Store / Full Price,414.64,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAEK UP|MAEK UP,store,1,1,414.25,414.25,414.25,374.5,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Discounted,414.25,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|MAEK UP|MAKE UP|SKINCARE|MAKE UP|MAKE UP|MAKE UP|MAKE UP,store,0,1,452.8,413.8,413.8,413.8,1.0,1.0,0.0,1.0,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,413.8,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|MAEK UP|MAKE UP,store,0,3,68.65333333333332,105.28666666666668,137.91333333333333,151.24666666666667,0.3333333333333333,0.0,0.0,10.0,Full Price,Mixed Basket (Haircare + 2 others),Store,Mixed Basket (Haircare + 2 others) / Store / Full Price,413.74,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE|MAKE UP|MAKE UP|MAEK UP|MAKE UP|MAKE UP|MAEK UP|SKINCARE|SKINCARE,store,0,1,139.73,189.97,413.3,366.86,1.0,1.0,1.0,2.0,Full Price,Mixed Basket (Skincare + 9 others),Store,Mixed Basket (Skincare + 9 others) / Store / Full Price,413.3,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|FRAGRANCE|MAEK UP|MAKE UP,store,1,2,206.485,206.485,206.485,156.985,0.0,0.0,0.0,,Discounted,Mixed Basket (Fragrance + 3 others),Store,Mixed Basket (Fragrance + 3 others) / Store / Discounted,412.97,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAKE UP|HAIRCARE|HAIRCARE|HAIRCARE,store,0,1,163.8,189.18,412.52,335.19,1.0,1.0,0.0,0.0,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,412.52,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAKE UP|MAEK UP|MAKE UP|SKINCARE|SKINCARE|MAEK UP|FRAGRANCE|MAKE UP,store,0,1,298.89,298.89,411.89,411.89,1.0,1.0,0.0,243.0,Full Price,Mixed Basket (Make Up + 8 others),Store,Mixed Basket (Make Up + 8 others) / Store / Full Price,411.89,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|HAIRCARE|MAEK UP|MAKE UP|HAIRCARE,store,0,1,129.95,205.07,411.68,376.57,1.0,1.0,1.0,42.0,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,411.68,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
OTHERS|MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAKE UP,store,1,1,202.49,268.48,411.38,411.36,1.0,1.0,0.0,0.0,Discounted,Mixed Basket (Others + 6 others),Store,Mixed Basket (Others + 6 others) / Store / Discounted,411.38,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE|SKINCARE|HAIRCARE|SKINCARE|MAKE UP|HAIRCARE|SKINCARE|MAEK UP,store,0,1,280.79,410.68,410.68,410.68,1.0,1.0,0.0,2.0,Full Price,Mixed Basket (Skincare + 8 others),Store,Mixed Basket (Skincare + 8 others) / Store / Full Price,410.68,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE|SKINCARE|MAEK UP|SKINCARE,estore,1,1,103.64,195.26,410.24,375.31,1.0,1.0,1.0,83.0,Discounted,Mixed Basket (Skincare + 4 others),Estore,Mixed Basket (Skincare + 4 others) / Estore / Discounted,410.24,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP|FRAGRANCE,estore,0,1,120.89,124.4,410.08,388.69,1.0,1.0,0.0,31.0,Full Price,Mixed Basket (Make Up + 3 others),Estore,Mixed Basket (Make Up + 3 others) / Estore / Full Price,410.08,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
MAEK UP|MAEK UP|MAEK UP|SKINCARE|SKINCARE|HAIRCARE|MAEK UP|MAEK UP,store,0,1,410.0,410.0,410.0,410.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 7 others),Store,Mixed Basket (Make Up + 7 others) / Store / Full Price,410.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|SKINCARE|MAEK UP|MAEK UP|HAIRCARE|SKINCARE|HAIRCARE|MAKE UP,store,0,1,169.66,268.46,410.0,387.57,1.0,1.0,1.0,13.0,Full Price,Mixed Basket (Make Up + 7 others),Store,Mixed Basket (Make Up + 7 others) / Store / Full Price,410.0,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|MAEK UP|MAEK UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAKE UP|SKINCARE|MAEK UP|MAEK UP|MAEK UP,store,1,1,389.51,389.51,409.5,368.26,1.0,1.0,0.0,111.0,Discounted,Mixed Basket (Haircare + 11 others),Store,Mixed Basket (Haircare + 11 others) / Store / Discounted,409.5,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAEK UP|SKINCARE|MAKE UP|MAEK UP|SKINCARE,store,1,1,157.22,157.22,409.28,487.67999999999995,1.0,1.0,0.0,161.0,Discounted,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Discounted,409.28,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|SKINCARE|MAKE UP|MAEK UP|SKINCARE|MAKE UP,store,1,1,90.69,20.7,409.17,353.37,1.0,1.0,0.0,137.0,Discounted,Mixed Basket (Others + 5 others),Store,Mixed Basket (Others + 5 others) / Store / Discounted,409.17,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|HAIRCARE|HAIRCARE,estore,0,3,90.76666666666667,94.96333333333332,136.07333333333335,133.90666666666667,0.3333333333333333,0.0,0.3333333333333333,98.0,Full Price,Mixed Basket (Haircare + 2 others),Estore,Mixed Basket (Haircare + 2 others) / Estore / Full Price,408.22,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|MAEK UP,estore,0,2,51.7,100.61,203.955,179.22000000000003,0.5,0.0,0.5,20.0,Full Price,Mixed Basket (Skincare + 2 others),Estore,Mixed Basket (Skincare + 2 others) / Estore / Full Price,407.91,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAEK UP|MAEK UP|HAIRCARE|MAEK UP,store,0,1,117.69,71.0,407.76,409.23,1.0,1.0,0.0,128.0,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,407.76,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAEK UP|MAEK UP,store,0,1,170.85,263.39,406.87,350.44,1.0,1.0,0.0,83.0,Full Price,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Full Price,406.87,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|SKINCARE|MAKE UP|MAEK UP|MAEK UP|MAEK UP|SKINCARE|MAEK UP,store,1,1,151.98,97.28,406.86,372.26,1.0,1.0,0.0,274.0,Discounted,Mixed Basket (Others + 7 others),Store,Mixed Basket (Others + 7 others) / Store / Discounted,406.86,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|HAIRCARE|SKINCARE|SKINCARE|HAIRCARE|SKINCARE,store,1,1,244.79,406.57,406.57,401.57,1.0,1.0,0.0,0.0,Discounted,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Discounted,406.57,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
HAIRCARE|SKINCARE|MAKE UP|MAKE UP|MAEK UP|MAKE UP|SKINCARE|MAEK UP|MAKE UP|MAKE UP|MAEK UP|SKINCARE|SKINCARE|SKINCARE|MAEK UP|MAEK UP|SKINCARE|MAKE UP|MAEK UP|FRAGRANCE|SKINCARE|MAKE UP|MAEK UP|SKINCARE|HAIRCARE|SKINCARE|MAEK UP|FRAGRANCE|MAKE UP|FRAGRANCE|SKINCARE|FRAGRANCE|SKINCARE,store,0,1,1554.3,405.20000000000005,405.20000000000005,405.20000000000005,1.0,1.0,0.0,1.0,Full Price,Mixed Basket (Haircare + 32 others),Store,Mixed Basket (Haircare + 32 others) / Store / Full Price,405.20000000000005,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|FRAGRANCE|MAEK UP|MAEK UP|MAEK UP,store,1,2,158.6,181.18,202.57500000000002,160.705,0.5,0.0,0.5,86.0,Discounted,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Discounted,405.15000000000003,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|FRAGRANCE|FRAGRANCE|FRAGRANCE|SKINCARE,store,0,1,393.98,403.98,403.98,403.98,1.0,1.0,0.0,4.0,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,403.98,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAEK UP|MAEK UP|MAEK UP|SKINCARE|SKINCARE|HAIRCARE|MAKE UP|SKINCARE|HAIRCARE|HAIRCARE|MAEK UP,store,0,1,403.8,403.8,403.8,403.8,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 11 others),Store,Mixed Basket (Skincare + 11 others) / Store / Full Price,403.8,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|SKINCARE|MAKE UP|MAEK UP|MAEK UP|MAEK UP,store,1,1,98.77,127.75,403.76,344.77,1.0,1.0,1.0,63.0,Discounted,Mixed Basket (Others + 5 others),Store,Mixed Basket (Others + 5 others) / Store / Discounted,403.76,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|MAKE UP|MAEK UP|FRAGRANCE|SKINCARE|SKINCARE|MAKE UP,store,0,1,284.59,403.39,403.39,390.19,1.0,1.0,0.0,41.0,Full Price,Mixed Basket (Haircare + 6 others),Store,Mixed Basket (Haircare + 6 others) / Store / Full Price,403.39,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|FRAGRANCE|SKINCARE|FRAGRANCE|FRAGRANCE|MAEK UP|SKINCARE,store,1,1,402.78,402.78,402.78,397.78,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Discounted,402.78,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
